zipcode,category,sale_dollars,sale_volume,city,county,urban_rural_ind,lat_nbr,lon_nbr,x_coord_albers_nbr,y_coord_albers_nbr,high_school,bachelor,unemployment,income,population,pop_white,pop_black,pop_indian,pop_asian,pop_hawai,pop_other,pop_multi
50010,Misc,619504,36462,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Tequila,370111,23588,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Vodka,1649416,140290,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Whisky,2446231,138567,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Rum,1014614,76132,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Brandy,176572,9343,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Schnapps,208793,14812,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Distilled Spirits,68039,7284,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Gin,241578,17743,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,Amaretto,28370,2587,Ames,Story,U,42.031,-93.6164,0.35117983,0.00715105,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50028,Misc,2531,177,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Whisky,15348,1157,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Gin,160,9,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Vodka,6234,613,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Rum,3627,289,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Brandy,1143,95,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Tequila,1048,78,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Schnapps,1171,108,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Amaretto,43,5,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,Distilled Spirits,113,5,Baxter,Jasper,R,41.824,-93.1514,0.35797975,0.00565182,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50109,Rum,3829,284,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Whisky,11316,798,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Gin,90,5,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Vodka,6993,862,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Brandy,640,62,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Tequila,1409,136,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Misc,735,34,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Schnapps,441,32,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Distilled Spirits,236,11,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,Amaretto,12,2,Granger,Dallas,U,41.7643,-93.8132,0.35040554,0.00182861,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50142,Whisky,27284,1929,Le Grand,Marshall,U,42.0065,-92.7756,0.3613536,0.01034134,95.7,16.2,2.6,31467,988,919,14,0,6,0,13,36
50142,Misc,4640,286,Le Grand,Marshall,U,42.0065,-92.7756,0.3613536,0.01034134,95.7,16.2,2.6,31467,988,919,14,0,6,0,13,36
50142,Tequila,2052,95,Le Grand,Marshall,U,42.0065,-92.7756,0.3613536,0.01034134,95.7,16.2,2.6,31467,988,919,14,0,6,0,13,36
50240,Gin,492,38,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Vodka,3803,377,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Brandy,38,3,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Tequila,572,24,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Misc,694,24,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Schnapps,241,13,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Distilled Spirits,222,10,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50240,Amaretto,12,2,Saint Charles,Madison,R,41.2927,-93.7837,0.35354998,-0.00598912,96.7,25.6,5.8,36437,2875,2835,20,0,3,0,0,17
50247,Misc,2879,206,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Whisky,22157,1657,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Gin,674,58,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Vodka,12834,1435,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Rum,7577,654,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Brandy,1085,93,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Tequila,2020,131,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Schnapps,1676,148,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Amaretto,338,51,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50247,Distilled Spirits,315,15,State Center,Marshall,U,42.0119,-93.1748,0.35656441,0.00870888,92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0
50483,Misc,15775,784,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Whisky,94431,6625,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Brandy,2242,189,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Rum,47560,3086,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Gin,2173,149,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Vodka,39881,3637,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Distilled Spirits,66,3,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Tequila,7622,309,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Amaretto,884,118,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50483,Schnapps,15814,1130,Wesley,Kossuth,R,43.0926,-93.9912,0.34045578,0.02349451,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7
50533,Misc,18394,1020,Eagle Grove,Wright,R,42.6623,-93.9066,0.34398859,0.01657949,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47
50533,Tequila,11766,660,Eagle Grove,Wright,R,42.6623,-93.9066,0.34398859,0.01657949,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47
50533,Whisky,117065,9435,Eagle Grove,Wright,R,42.6623,-93.9066,0.34398859,0.01657949,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47
50533,Gin,4549,407,Eagle Grove,Wright,R,42.6623,-93.9066,0.34398859,0.01657949,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47
50126,Rum,121944,8518,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Brandy,14774,950,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Vodka,159634,15225,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Schnapps,37908,2750,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Tequila,45272,3047,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Distilled Spirits,7836,664,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Gin,18153,1321,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50126,Amaretto,4323,439,Iowa Falls,Hardin,R,42.5146,-93.2619,0.35249548,0.01679077,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77
50161,Rum,4414,273,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Whisky,18549,1434,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Gin,74,5,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Vodka,5169,540,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Brandy,1054,88,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Misc,747,37,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Tequila,400,18,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Schnapps,683,68,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Distilled Spirits,322,14,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50161,Amaretto,30,4,Maxwell,Story,U,41.8752,-93.3956,0.3547502,0.00546608,96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9
50162,Whisky,4415,298,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Gin,16,2,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Vodka,2758,312,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Rum,596,40,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Brandy,33,4,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Misc,173,6,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Schnapps,549,65,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50162,Tequila,76,4,Melbourne,Marshall,U,41.9307,-93.0808,0.35817733,0.00774841,96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17
50211,Misc,34254,2252,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50211,Whisky,163383,10785,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50211,Gin,9813,767,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50211,Vodka,131979,12915,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50211,Rum,74178,5439,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50211,Brandy,4474,307,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50211,Tequila,24560,2054,Norwalk,Warren,U,41.4735,-93.6807,0.35372286,-0.00250756,95.9,36,5,42163,12282,11976,12,53,64,0,105,72
50313,Rum,61704,4498,Des Moines,Polk,U,41.6427,-93.6153,0.35350454,0.00061847,83.9,15,8.6,26832,18300,15337,1438,30,655,0,375,465
50313,Tequila,25286,1376,Des Moines,Polk,U,41.6427,-93.6153,0.35350454,0.00061847,83.9,15,8.6,26832,18300,15337,1438,30,655,0,375,465
50313,Amaretto,764,72,Des Moines,Polk,U,41.6427,-93.6153,0.35350454,0.00061847,83.9,15,8.6,26832,18300,15337,1438,30,655,0,375,465
50313,Schnapps,5752,378,Des Moines,Polk,U,41.6427,-93.6153,0.35350454,0.00061847,83.9,15,8.6,26832,18300,15337,1438,30,655,0,375,465
50313,Distilled Spirits,2434,119,Des Moines,Polk,U,41.6427,-93.6153,0.35350454,0.00061847,83.9,15,8.6,26832,18300,15337,1438,30,655,0,375,465
50317,Misc,261715,15503,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Whisky,1265400,77969,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Brandy,189678,8873,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Rum,400216,28092,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Tequila,217583,11852,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Distilled Spirits,23621,1089,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Gin,72559,5997,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Vodka,887496,78306,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Amaretto,9631,846,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50317,Schnapps,104697,7654,Des Moines,Polk,U,41.6157,-93.5512,0.35443607,0.00043693,86.1,12.6,9,28282,37148,31838,2254,114,764,46,881,1251
50424,Amaretto,62,9,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Misc,5041,261,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Vodka,14592,1663,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Whisky,25999,2311,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Tequila,1489,110,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Gin,552,65,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Rum,9248,640,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Brandy,874,78,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Schnapps,2522,180,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50424,Distilled Spirits,141,6,Buffalo Center,Winnebago,R,43.4124,-93.9298,0.33929059,0.02914568,92,26.3,3,31215,1414,1403,0,0,0,0,0,11
50517,Misc,30033,1446,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50517,Vodka,45493,3744,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50517,Tequila,10915,562,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50517,Whisky,133312,8813,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50517,Amaretto,1210,138,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50517,Rum,52973,3357,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50517,Schnapps,18487,1277,Bancroft,Kossuth,R,43.2935,-94.2149,0.33665351,0.02597809,97,16.8,2,28906,983,943,24,0,0,0,8,8
50830,Brandy,473,40,Afton,Union,U,41.0253,-94.1967,0.35010675,-0.01224126,88.7,12.8,3.4,28611,1749,1730,2,6,7,0,0,4
50830,Tequila,1107,55,Afton,Union,U,41.0253,-94.1967,0.35010675,-0.01224126,88.7,12.8,3.4,28611,1749,1730,2,6,7,0,0,4
50830,Amaretto,280,34,Afton,Union,U,41.0253,-94.1967,0.35010675,-0.01224126,88.7,12.8,3.4,28611,1749,1730,2,6,7,0,0,4
50830,Schnapps,735,53,Afton,Union,U,41.0253,-94.1967,0.35010675,-0.01224126,88.7,12.8,3.4,28611,1749,1730,2,6,7,0,0,4
50830,Distilled Spirits,150,6,Afton,Union,U,41.0253,-94.1967,0.35010675,-0.01224126,88.7,12.8,3.4,28611,1749,1730,2,6,7,0,0,4
51230,Whisky,57,6,Alvord,Lyon,R,43.3448,-96.3064,0.31176619,0.01869468,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10
51230,Vodka,9,0,Alvord,Lyon,R,43.3448,-96.3064,0.31176619,0.01869468,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10
51230,Rum,85,7,Alvord,Lyon,R,43.3448,-96.3064,0.31176619,0.01869468,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10
51230,Amaretto,2,0,Alvord,Lyon,R,43.3448,-96.3064,0.31176619,0.01869468,96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10
51466,Whisky,4441,366,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Gin,171,17,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Vodka,2689,260,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Rum,2228,131,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Brandy,262,19,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Misc,424,35,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Tequila,69,5,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51466,Schnapps,132,9,Wall Lake,Sac,R,42.2588,-95.0913,0.33222218,0.00493922,91.9,17,3.8,32356,1096,1096,0,0,0,0,0,0
51529,Vodka,15547,1416,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Misc,12306,684,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Amaretto,556,63,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Whisky,59008,3522,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Brandy,1487,130,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Rum,18328,1170,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Schnapps,8158,658,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Tequila,5905,531,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Gin,1493,102,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51529,Distilled Spirits,799,56,Dunlap,Harrison,R,41.8526,-95.6042,0.3283311,-0.0039872,88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16
51566,Gin,15556,1325,Red Oak,Montgomery,U,41.0155,-95.2253,0.33761072,-0.01666004,88.8,14.3,10.3,26834,6497,6101,0,0,0,0,152,244
51566,Misc,58004,3413,Red Oak,Montgomery,U,41.0155,-95.2253,0.33761072,-0.01666004,88.8,14.3,10.3,26834,6497,6101,0,0,0,0,152,244
51566,Whisky,255712,16798,Red Oak,Montgomery,U,41.0155,-95.2253,0.33761072,-0.01666004,88.8,14.3,10.3,26834,6497,6101,0,0,0,0,152,244
51566,Rum,65852,4793,Red Oak,Montgomery,U,41.0155,-95.2253,0.33761072,-0.01666004,88.8,14.3,10.3,26834,6497,6101,0,0,0,0,152,244
51566,Vodka,109222,11057,Red Oak,Montgomery,U,41.0155,-95.2253,0.33761072,-0.01666004,88.8,14.3,10.3,26834,6497,6101,0,0,0,0,152,244
51566,Tequila,27694,1674,Red Oak,Montgomery,U,41.0155,-95.2253,0.33761072,-0.01666004,88.8,14.3,10.3,26834,6497,6101,0,0,0,0,152,244
52353,Tequila,55468,3166,Washington,Washington,R,41.3,-91.6931,0.37868814,0.00333779,92.5,22.1,5.7,26660,9551,9011,145,46,71,11,153,114
52353,Amaretto,3976,440,Washington,Washington,R,41.3,-91.6931,0.37868814,0.00333779,92.5,22.1,5.7,26660,9551,9011,145,46,71,11,153,114
52353,Schnapps,61766,4778,Washington,Washington,R,41.3,-91.6931,0.37868814,0.00333779,92.5,22.1,5.7,26660,9551,9011,145,46,71,11,153,114
52353,Distilled Spirits,7211,673,Washington,Washington,R,41.3,-91.6931,0.37868814,0.00333779,92.5,22.1,5.7,26660,9551,9011,145,46,71,11,153,114
52403,Misc,75201,4937,Cedar Rapids,Linn,U,41.9858,-91.6211,0.37519404,0.01510771,93.2,36.2,4.8,35144,22961,20000,1436,70,519,15,43,878
52403,Whisky,359304,21158,Cedar Rapids,Linn,U,41.9858,-91.6211,0.37519404,0.01510771,93.2,36.2,4.8,35144,22961,20000,1436,70,519,15,43,878
52403,Rum,119966,8702,Cedar Rapids,Linn,U,41.9858,-91.6211,0.37519404,0.01510771,93.2,36.2,4.8,35144,22961,20000,1436,70,519,15,43,878
52403,Vodka,344368,29752,Cedar Rapids,Linn,U,41.9858,-91.6211,0.37519404,0.01510771,93.2,36.2,4.8,35144,22961,20000,1436,70,519,15,43,878
52403,Tequila,57909,3443,Cedar Rapids,Linn,U,41.9858,-91.6211,0.37519404,0.01510771,93.2,36.2,4.8,35144,22961,20000,1436,70,519,15,43,878
