zip,city,cnty_fips_cd,county,urban_rural_ind,st_cd,st_nm,region_hhs_id,region_hhs_nm,div_cens_id,div_cens_nm,region_cens_id,region_cens_nm,lat_nbr,lon_nbr,x_coord_albers_nbr,y_coord_albers_nbr,
52002,Dubuque,61,Dubuque,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5106,-90.7504,0.38206058,0.0278168,0
52042,Edgewood,43,Clayton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6837,-91.3738,0.37364981,0.02786805,0
52046,Farley,61,Dubuque,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.443,-91.0095,0.37946686,0.02550536,0
52134,Chester,89,Howard,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4852,-92.3758,0.35692664,0.0368763,0
52142,Fayette,65,Fayette,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8376,-91.8014,0.36767099,0.02853278,0
52146,Harpers Ferry,5,Allamakee,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.199,-91.1621,0.37279791,0.03741424,0
52154,Lawler,37,Chickasaw,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1222,-92.1615,0.36167936,0.031717,0
52162,Postville,5,Allamakee,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0876,-91.5668,0.36881757,0.03375014,0
52166,Saint Lucas,65,Fayette,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0663,-91.9333,0.36468826,0.03177764,0
52202,Alburnett,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.1528,-91.6265,0.37406865,0.01787111,0
52206,Atkins,11,Benton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9952,-91.8661,0.37223049,0.01416369,0
52214,Central City,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2004,-91.5192,0.37503241,0.01914889,0
52246,Iowa City,103,Johnson,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6523,-91.5632,0.37800315,0.00980535,0
52254,Lost Nation,45,Clinton,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9729,-90.7953,0.3850432,0.01866752,0
52302,Marion,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0409,-91.5874,0.37524266,0.0161794,0
52306,Mechanicsville,31,Cedar,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9058,-91.2542,0.38005159,0.01543968,0
52310,Monticello,105,Jones,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2312,-91.1947,0.37865984,0.021133,0
52314,Mount Vernon,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9273,-91.4295,0.37783711,0.01499924,0
52338,Swisher,103,Johnson,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8423,-91.6902,0.3752853,0.01240058,0
52342,Toledo,171,Tama,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0037,-92.5727,0.36378527,0.01117901,0
52346,Van Horne,11,Benton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0083,-92.0928,0.36945868,0.01337175,0
52358,West Branch,31,Cedar,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6816,-91.3408,0.38046306,0.01130803,0
52402,Cedar Rapids,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0218,-91.658,0.37452827,0.01554232,0
52554,Eldon,179,Wapello,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.92,-92.2245,0.37467597,-0.0054142,0
52590,Seymour,185,Wayne,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.678,-93.1232,0.36524776,-0.0134642,0
52626,Farmington,177,Van Buren,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.6409,-91.7366,0.38233491,-0.00785187,0
52722,Bettendorf,163,Scott,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5531,-90.4912,0.39139294,0.01311407,0
52726,Blue Grass,163,Scott,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5009,-90.7614,0.38852379,0.0109803,0
52730,Camanche,45,Clinton,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7892,-90.266,0.39250088,0.01809181,0
52738,Columbus Junction,115,Louisa,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.2728,-91.3671,0.38276777,0.00437692,0
52742,De Witt,45,Clinton,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.826,-90.539,0.38903236,0.01741959,0
52778,Wilton,139,Muscatine,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5941,-91.0148,0.38490386,0.01135138,0
52802,Davenport,163,Scott,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5139,-90.6159,0.39016903,0.01187742,0
52806,Davenport,163,Scott,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5745,-90.6007,0.38995236,0.01295486,0
50002,Adair,1,Adair,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5045,-94.6461,0.34187921,-0.00602234,0
50006,Alden,83,Hardin,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5142,-93.382,0.35107706,0.01627598,0
50010,Ames,169,Story,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.031,-93.6164,0.35117983,0.00715105,0
50014,Ames,169,Story,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.025,-93.6681,0.35059796,0.00683186,0
50022,Atlantic,29,Cass,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.4034,-95.0065,0.33808761,-0.00920557,0
50046,Cambridge,169,Story,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8954,-93.5326,0.35299013,0.00522298,0
50054,Colfax,99,Jasper,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6836,-93.2458,0.35769659,0.00288637,0
50058,Coon Rapids,27,Carroll,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8735,-94.6874,0.33926337,0.00004692,0
50122,Hubbard,83,Hardin,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3038,-93.3006,0.35330692,0.01308024,0
50126,Iowa Falls,83,Hardin,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5146,-93.2619,0.35249548,0.01679077,0
50130,Jewell,79,Hamilton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3078,-93.6499,0.34913317,0.01167233,0
50138,Knoxville,125,Marion,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3153,-93.1011,0.36166147,-0.00267383,0
50142,Le Grand,127,Marshall,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0065,-92.7756,0.3613536,0.01034134,0
50150,Lovilia,135,Monroe,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.1335,-92.9125,0.3650425,-0.00489997,0
50158,Marshalltown,127,Marshall,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.038,-92.9145,0.35950748,0.01026801,0
50162,Melbourne,127,Marshall,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9307,-93.0808,0.35817733,0.00774841,0
50170,Monroe,99,Jasper,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5207,-93.1075,0.36034112,0.00074692,0
50174,Murray,39,Clarke,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0394,-93.9594,0.35291191,-0.01100063,0
50210,New Virginia,181,Warren,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.1911,-93.7132,0.35500533,-0.00739886,0
50226,Polk City,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7741,-93.7104,0.35158147,0.00242758,0
50250,Stuart,77,Guthrie,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5004,-94.3238,0.34580079,-0.00475898,0
50266,West Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5817,-93.7892,0.35177407,-0.001146,0
50310,Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6256,-93.6742,0.35289794,0.00008046,0
50314,Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.602,-93.6324,0.35354104,-0.00013927,0
50322,Urbandale,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6314,-93.729,0.35220433,-0.00005421,0
50430,Corwith,81,Hancock,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.9882,-93.9577,0.34146435,0.02186919,0
50438,Garner,81,Hancock,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1009,-93.6068,0.34491805,0.0252186,0
50450,Lake Mills,189,Winnebago,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4202,-93.5331,0.34387302,0.03090675,0
50458,Nora Springs,67,Floyd,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1465,-93.0038,0.35170217,0.02851203,0
50466,Riceville,89,Howard,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.3828,-92.5292,0.35578192,0.03450075,0
50510,Albert City,21,Buena Vista,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7726,-94.9549,0.33093312,0.01419071,0
50514,Armstrong,63,Emmet,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4,-94.4795,0.3329352,0.02671428,0
50530,Dayton,187,Webster,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2629,-94.0657,0.34444878,0.00918126,0
50542,Goldfield,197,Wright,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7569,-93.9265,0.34319541,0.01809357,0
50554,Laurens,151,Pocahontas,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8444,-94.8495,0.33177284,0.01582731,0
50574,Pocahontas,151,Pocahontas,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7289,-94.68,0.33444219,0.01455029,0
50590,Swea City,109,Kossuth,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.3882,-94.3078,0.33501345,0.02720419,0
50598,Whittemore,109,Kossuth,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0658,-94.4214,0.3355532,0.02129301,0
50602,Allison,23,Butler,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7523,-92.7976,0.35652568,0.02276557,0
50606,Arlington,65,Fayette,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7467,-91.676,0.36971332,0.02756933,0
50622,Denver,17,Bremer,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6683,-92.3363,0.36246523,0.02335055,0
50630,Fredericksburg,37,Chickasaw,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.9548,-92.2064,0.36220188,0.0287171,0
50634,Gilbertville,13,Black Hawk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4194,-92.2119,0.36547984,0.01972561,0
50638,Grundy Center,75,Grundy,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3595,-92.7789,0.3591523,0.01625103,0
50658,Nashua,37,Chickasaw,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.951,-92.538,0.35834812,0.02721679,0
50662,Oelwein,65,Fayette,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6777,-91.9182,0.3673134,0.02534247,0
50674,Sumner,17,Bremer,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8481,-92.1046,0.36405955,0.02737453,0
50682,Winthrop,19,Buchanan,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4672,-91.7248,0.37091443,0.02268182,0
50702,Waterloo,13,Black Hawk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4705,-92.3343,0.36371846,0.02004486,0
50830,Afton,175,Union,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0253,-94.1967,0.35010675,-0.01224126,0
50846,Fontanelle,1,Adair,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.2947,-94.5636,0.34408532,-0.00922674,0
50854,Mount Ayr,159,Ringgold,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.7105,-94.2335,0.35149074,-0.01770257,0
51002,Alta,21,Buena Vista,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6779,-95.309,0.32726273,0.01118339,0
51034,Mapleton,133,Monona,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.1652,-95.7847,0.32442702,0.0006132,0
51038,Merrill,149,Plymouth,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7063,-96.3107,0.31517071,0.00779705,0
51046,Paullina,141,O'Brien,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.9699,-95.6901,0.32110929,0.01465746,0
51050,Remsen,149,Plymouth,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8078,-95.9632,0.31875916,0.01084974,0
51054,Sergeant Bluff,193,Woodbury,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3949,-96.3554,0.31631864,0.0023225,0
51058,Sutherland,141,O'Brien,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.9791,-95.4637,0.32374023,0.01569159,0
51106,Sioux City,193,Woodbury,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4675,-96.3523,0.31596382,0.00357099,0
51230,Alvord,119,Lyon,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.3448,-96.3064,0.31176619,0.01869468,0
51238,Hospers,167,Sioux,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0721,-95.8973,0.31809066,0.0155994,0
51246,Rock Rapids,119,Lyon,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4274,-96.1714,0.31290987,0.0206095,0
51250,Sioux Center,167,Sioux,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0765,-96.1766,0.31475757,0.01461157,0
51334,Estherville,63,Emmet,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4032,-94.8253,0.32886543,0.02539251,0
51338,Everly,41,Clay,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1848,-95.312,0.32438065,0.01977597,0
51342,Graettinger,147,Palo Alto,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.2381,-94.7505,0.33068858,0.02289149,0
51346,Hartley,141,O'Brien,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1793,-95.4672,0.32258078,0.01907886,0
51358,Ruthven,147,Palo Alto,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1305,-94.894,0.32961494,0.02049847,0
51442,Denison,47,Crawford,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0205,-95.3518,0.33043746,-0.00013875,0
51450,Lake View,161,Sac,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3102,-95.0355,0.3325987,0.00603328,0
51462,Scranton,73,Greene,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0219,-94.55,0.34006022,0.00311734,0
51466,Wall Lake,161,Sac,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2588,-95.0913,0.33222218,0.00493922,0
51510,Carter Lake,155,Pottawattamie,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.2916,-95.9152,0.32764897,-0.01473822,0
51526,Crescent,155,Pottawattamie,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3642,-95.8369,0.32820547,-0.01319674,0
51534,Glenwood,129,Mills,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0528,-95.736,0.33115303,-0.01808145,0
51546,Logan,85,Harrison,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6439,-95.785,0.32729697,-0.00824305,0
51566,Red Oak,137,Montgomery,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0155,-95.2253,0.33761072,-0.01666004,0
51570,Shelby,165,Shelby,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.514,-95.4559,0.3320103,-0.00914267,0
52001,Dubuque,61,Dubuque,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5147,-90.6843,0.38280664,0.02818896,0
52033,Cascade,61,Dubuque,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.297,-91.0057,0.38045785,0.02309163,0
52037,Delmar,45,Clinton,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9569,-90.6247,0.38716116,0.01919368,0
52049,Garnavillo,43,Clayton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8722,-91.2244,0.37418207,0.03168424,0
52053,Holy Cross,61,Dubuque,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5992,-90.9657,0.37896626,0.02830623,0
52057,Manchester,55,Delaware,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4849,-91.4532,0.37399232,0.02419381,0
52069,Preston,97,Jackson,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0523,-90.4003,0.3891776,0.02182526,0
52101,Decorah,191,Winneshiek,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.3259,-91.7828,0.36479675,0.03678112,0
52157,Mc Gregor,43,Clayton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0214,-91.2012,0.37349035,0.03427682,0
52161,Ossian,191,Winneshiek,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1374,-91.7571,0.36628912,0.03374144,0
52205,Anamosa,105,Jones,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.1071,-91.2837,0.37840902,0.0186597,0
52213,Center Point,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.1889,-91.7787,0.37204152,0.01779125,0
52233,Hiawatha,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0447,-91.6862,0.37404903,0.01579773,0
52241,Coralville,103,Johnson,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.689,-91.5876,0.37747908,0.01030671,0
52245,Iowa City,103,Johnson,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6648,-91.5096,0.37856182,0.01025764,0
52253,Lisbon,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9161,-91.3814,0.37847869,0.01503123,0
52301,Marengo,95,Iowa,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7952,-92.0749,0.37100605,0.00988747,0
52317,North Liberty,103,Johnson,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7484,-91.6114,0.37681817,0.01118979,0
52333,Solon,103,Johnson,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8046,-91.5065,0.3777072,0.0126032,0
52337,Stanwood,31,Cedar,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8909,-91.15,0.38138149,0.01566853,0
52345,Urbana,11,Benton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2223,-91.8839,0.37058767,0.01787969,0
52349,Vinton,11,Benton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.1656,-92.0176,0.3693636,0.01633682,0
52353,Washington,183,Washington,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3,-91.6931,0.37868814,0.00333779,0
52361,Williamsburg,95,Iowa,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6604,-92.0187,0.3725211,0.00788513,0
52401,Cedar Rapids,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9758,-91.6615,0.37477884,0.01475861,0
52405,Cedar Rapids,113,Linn,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.9811,-91.7134,0.37413007,0.01461341,0
52501,Ottumwa,179,Wapello,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0196,-92.4222,0.37166768,-0.00463594,0
52537,Bloomfield,51,Davis,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.7605,-92.4154,0.37335298,-0.00893924,0
52553,Eddyville,179,Wapello,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.1553,-92.6367,0.36824042,-0.00331866,0
52565,Keosauqua,177,Van Buren,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.7354,-91.957,0.37906831,-0.00728476,0
52577,Oskaloosa,123,Mahaska,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.2907,-92.6461,0.3672951,-0.00109216,0
52601,Burlington,57,Des Moines,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.8133,-91.119,0.38870061,-0.00211875,0
52625,Donnellson,111,Lee,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.6475,-91.5632,0.38439436,-0.00694253,0
52637,Mediapolis,57,Des Moines,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0077,-91.1493,0.38708313,0.00097263,0
52641,Mount Pleasant,87,Henry,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.9731,-91.5629,0.38232796,-0.00151676,0
52653,Wapello,115,Louisa,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.1774,-91.1789,0.385635,0.00365823,0
52733,Clinton,45,Clinton,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8432,-90.1858,0.39308932,0.01936587,0
52753,Le Claire,163,Scott,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6038,-90.3616,0.39259615,0.01456605,0
52761,Muscatine,139,Muscatine,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.4276,-91.054,0.3855142,0.00839997,0
52777,Wheatland,45,Clinton,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8606,-90.8575,0.38503976,0.01651218,0
52801,Davenport,163,Scott,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5225,-90.5755,0.39059277,0.01220985,0
50009,Altoona,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6446,-93.4719,0.35521657,0.00126149,0
50021,Ankeny,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7308,-93.5854,0.35333907,0.00222837,0
50025,Audubon,9,Audubon,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7407,-94.923,0.33718335,-0.00315806,0
50033,Bevington,121,Madison,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3606,-93.7908,0.35306254,-0.00487609,0
50049,Chariton,117,Lucas,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0259,-93.305,0.3609405,-0.00841894,0
50061,Cumming,181,Warren,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.492,-93.7659,0.3525857,-0.00255792,0
50069,De Soto,49,Dallas,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5332,-94.0132,0.34935988,-0.00290751,0
50109,Granger,49,Dallas,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.7643,-93.8132,0.35040554,0.00182861,0
50125,Indianola,181,Warren,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3565,-93.572,0.35573056,-0.00401265,0
50129,Jefferson,73,Greene,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0136,-94.3764,0.34218938,0.00368919,0
50161,Maxwell,169,Story,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8752,-93.3956,0.3547502,0.00546608,0
50169,Mitchellville,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6655,-93.3583,0.35645556,0.00209906,0
50201,Nevada,169,Story,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0193,-93.4482,0.35325802,0.0076665,0
50213,Osceola,39,Clarke,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0329,-93.7664,0.35529658,-0.01028823,0
50225,Pleasantville,125,Marion,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3841,-93.2749,0.35915038,-0.00227164,0
50237,Runnells,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.543,-93.3835,0.35688781,-0.0000686,0
50249,Stratford,79,Hamilton,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2706,-93.9201,0.34613824,0.00991573,0
50261,Van Meter,49,Dallas,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5076,-93.9426,0.35036212,-0.00304196,0
50265,West Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5723,-93.7411,0.35240898,-0.00110065,0
50273,Winterset,121,Madison,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3363,-94.0248,0.35037514,-0.00627512,0
50309,Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5866,-93.6229,0.35374696,-0.00035807,0
50313,Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6427,-93.6153,0.35350454,0.00061847,0
50317,Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6157,-93.5512,0.35443607,0.00043693,0
50321,Des Moines,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.5506,-93.6633,0.35347465,-0.0011358,0
50325,Clive,153,Polk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6105,-93.7839,0.35166749,-0.00063852,0
50401,Mason City,33,Cerro Gordo,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1501,-93.1999,0.34938773,0.02774597,0
50421,Belmond,197,Wright,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8479,-93.612,0.3463653,0.02093223,0
50441,Hampton,69,Franklin,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7451,-93.2074,0.3517475,0.02089941,0
50461,Osage,131,Mitchell,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.2885,-92.815,0.35303802,0.03169903,0
50469,Rockwell,33,Cerro Gordo,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.9895,-93.1918,0.35045362,0.0250774,0
50501,Fort Dodge,187,Webster,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5057,-94.1781,0.34169016,0.01281666,0
50517,Bancroft,109,Kossuth,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.2935,-94.2149,0.33665351,0.02597809,0
50525,Clarion,197,Wright,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7338,-93.7317,0.34563248,0.01851068,0
50529,Dakota City,91,Humboldt,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7215,-94.2016,0.3401509,0.01636555,0
50533,Eagle Grove,197,Wright,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6623,-93.9066,0.34398859,0.01657949,0
50541,Gilmore City,151,Pocahontas,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.721,-94.4439,0.33728537,0.01537018,0
