zip,city,cnty_fips_cd,county,urban_rural_ind,st_cd,st_nm,region_hhs_id,region_hhs_nm,div_cens_id,div_cens_nm,region_cens_id,region_cens_nm,lat_nbr,lon_nbr,x_coord_albers_nbr,y_coord_albers_nbr,
50569,Otho,187,Webster,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4188,-94.1468,0.34257016,0.01147796,0
50581,Rolfe,151,Pocahontas,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8342,-94.5382,0.33551483,0.01690357,0
50585,Sioux Rapids,21,Buena Vista,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8956,-95.1473,0.3279559,0.015514,0
50597,West Bend,147,Palo Alto,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.9617,-94.4472,0.33585239,0.01942793,0
50601,Ackley,83,Hardin,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5542,-93.0518,0.35473881,0.01835009,0
50613,Cedar Falls,13,Black Hawk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.523,-92.4533,0.36199019,0.0204055,0
50621,Conrad,75,Grundy,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2307,-92.8829,0.35870756,0.01363985,0
50629,Fairbank,19,Buchanan,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6395,-92.054,0.3659604,0.0241046,0
50641,Hazleton,19,Buchanan,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6135,-91.9053,0.36786935,0.02432569,0
50665,Parkersburg,23,Butler,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5726,-92.7792,0.35784316,0.01982713,0
50669,Reinbeck,75,Grundy,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3281,-92.6018,0.36144072,0.01649148,0
50677,Waverly,17,Bremer,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7315,-92.47,0.36050276,0.02382885,0
50701,Waterloo,13,Black Hawk,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.474,-92.3671,0.36331005,0.01996013,0
50801,Creston,175,Union,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0646,-94.3706,0.34776082,-0.01230815,0
50833,Bedford,173,Taylor,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.6692,-94.7172,0.34579958,-0.02042716,0
50841,Corning,3,Adams,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.996,-94.7459,0.3435794,-0.01502636,0
50849,Greenfield,1,Adair,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.3032,-94.4479,0.34544048,-0.00860354,0
51001,Akron,149,Plymouth,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.8137,-96.5237,0.31205107,0.00882439,0
51005,Aurelia,35,Cherokee,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.7196,-95.4288,0.3256043,0.01142096,0
51025,Holstein,93,Ida,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4901,-95.5465,0.3254816,0.00706315,0
51041,Orange City,167,Sioux,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.006,-96.0608,0.31651503,0.01385047,0
51053,Schaller,161,Sac,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4985,-95.292,0.3284727,0.00820641,0
51061,Washta,35,Cherokee,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5753,-95.7196,0.32294221,0.00783576,0
51101,Sioux City,193,Woodbury,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4952,-96.4001,0.31524152,0.00386151,0
51105,Sioux City,193,Woodbury,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5043,-96.3847,0.31537697,0.00407495,0
51109,Sioux City,193,Woodbury,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.5327,-96.4809,0.31407164,0.00419484,0
51201,Sheldon,141,O'Brien,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1837,-95.8501,0.31803501,0.01767884,0
51237,George,119,Lyon,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.3415,-96.0005,0.31539311,0.01979194,0
51241,Larchwood,119,Lyon,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4543,-96.4368,0.30963657,0.0200747,0
51245,Primghar,141,O'Brien,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.0827,-95.6221,0.32128886,0.01683762,0
51249,Sibley,143,Osceola,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.4063,-95.7398,0.31810716,0.02188776,0
51301,Spencer,41,Clay,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,43.1458,-95.1483,0.32653062,0.01975469,0
51401,Carroll,27,Carroll,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.0683,-94.8671,0.33599069,0.00261334,0
51445,Ida Grove,93,Ida,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.3407,-95.471,0.32721687,0.00482285,0
51449,Lake City,25,Calhoun,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2653,-94.734,0.33645867,0.00648581,0
51453,Lohrville,25,Calhoun,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2663,-94.5499,0.33865229,0.00725001,0
51461,Schleswig,47,Crawford,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.1622,-95.4421,0.32855968,0.00190734,0
51501,Council Bluffs,155,Pottawattamie,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.2501,-95.8771,0.32834179,-0.0152926,0
51521,Avoca,155,Pottawattamie,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.4811,-95.342,0.33357686,-0.00924457,0
51529,Dunlap,85,Harrison,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.8526,-95.6042,0.3283311,-0.0039872,0
51537,Harlan,165,Shelby,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.6504,-95.3164,0.33293863,-0.00627257,0
51553,Minden,155,Pottawattamie,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.4327,-95.5343,0.3315105,-0.0108341,0
51561,Pacific Junction,129,Mills,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.0289,-95.8025,0.33047003,-0.01875147,0
51573,Stanton,137,Montgomery,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.9815,-95.1018,0.33931262,-0.01673281,0
51577,Walnut,155,Pottawattamie,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,41.4752,-95.218,0.33511508,-0.00884599,0
51601,Shenandoah,145,Page,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.7593,-95.3687,0.33728852,-0.02157946,0
51653,Tabor,71,Fremont,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,40.8961,-95.6736,0.33278337,-0.02048994,0
52003,Dubuque,61,Dubuque,U,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.4627,-90.6879,0.38310499,0.02730771,0
52031,Bellevue,97,Jackson,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.2661,-90.4619,0.38704379,0.02508726,0
52035,Colesburg,55,Delaware,R,IA,Iowa,7,Kansas City,4,West North Central,2,Midwest,42.6508,-91.1903,0.37600689,0.02814644,0
